0	0
15	0
0	1
2	1
2	14
0	12
13	13
13	0
15	3
1	3
3	0
2	13
15	12
13	14
13	2
1	3
3	1
2	13
15	11
12	14
12	2
15	5
3	3
4	14
1	10
12	11
11	15
13	3
0	3
2	1
1	14
15	14
14	0
0	2
2	1
2	14
0	12
14	12
12	15
13	1
15	3
1	3
3	15
1	12
13	12
12	15
13	3
1	4
3	2
3	14
1	11
13	12
12	1
15	4
3	3
4	15
1	12
14	11
12	15
13	2
1	2
3	15
0	12
12	13
12	2
0	4
3	2
4	14
1	11
13	11
11	15
13	4
1	4
4	1
2	12
14	11
11	13
11	1
14	3
0	2
1	1
0	0
0	15
15	0
0	1
1	1
3	15
1	12
13	12
11	15
13	3
1	4
4	2
4	14
1	12
15	14
15	15
0	15
0	13
13	13
11	14
12	1
14	3
0	4
2	2
2	14
0	12
13	15
14	2
2	2
4	0
2	13
0	12
14	13
14	15
14	0
15	15
14	15
13	0
14	1
15	3
1	3
3	1
4	14
1	11
14	11
11	15
13	3
1	4
4	0
1	11
13	12
11	15
13	2
0	2
1	1
0	15
15	15
15	0
0	2
2	1
3	14
1	11
13	11
11	15
13	2
15	3
1	3
3	1
3	14
1	13
15	13
15	15
0	15
0	14
14	14
13	0
14	2
0	3
2	1
2	15
1	14
0	14
15	15
15	15
15	14
14	13
12	14
12	0
14	3
0	4
3	2
3	15
2	12
15	11
12	13
12	1
15	4
2	3
3	14
0	11
12	12
11	0
14	2
0	3
1	1
1	0
0	15
15	15
15	1
0	2
3	1
3	13
15	11
12	13
12	2
0	4
4	1
3	12
14	11
11	15
13	3
2	4
4	0
2	12
14	11
12	14
12	1
15	2
0	1
0	0
0	15
15	15
15	0
0	2
2	2
4	15
2	11
14	11
11	0
14	4
3	3
4	14
0	11
12	13
12	0
14	2
0	2
0	1
0	0
0	15
0	15
15	0
15	1
0	0
1	15
0	15
15	0
0	1
1	0
1	15
0	14
15	13
14	14
13	15
13	2
0	4
3	2
3	15
1	12
14	13
14	0
1	1
2	14
15	12
12	13
12	1
14	4
1	3
3	15
1	12
14	13
12	0
14	2
0	2
1	2
2	0
2	13
15	12
13	0
15	3
2	2
3	14
0	11
13	13
12	1
15	4
2	3
3	0
2	12
15	11
12	12
12	0
13	3
0	4
3	2
3	14
0	12
13	14
14	2
2	2
3	14
0	11
12	12
11	1
14	5
3	4
4	0
2	12
15	11
11	13
11	1
14	4
1	4
4	2
4	14
1	12
15	13
14	15
0	0
0	15
0	13
14	13
12	14
12	1
14	2
15	2
0	1
0	0
0	0
0	1
1	2
2	1
3	15
2	13
0	12
14	14
15	0
