0	1
6.20000000020604e-08	2
1.25000000003594e-07	1
1.90000000004076e-07	13
2.53000000005610e-07	12
3.15000000000731e-07	14
3.77000000002792e-07	2
4.40000000004326e-07	4
5.03000000005860e-07	2
5.65000000000981e-07	15
6.27000000003042e-07	14
6.90000000004576e-07	13
7.53000000006110e-07	13
8.15000000001231e-07	13
8.78000000002766e-07	14
9.40000000004826e-07	0
1.00500000000531e-06	0
1.06700000000043e-06	0
1.13000000000196e-06	15
1.19300000000350e-06	0
1.25500000000556e-06	1
1.31700000000068e-06	2
1.38000000000221e-06	1
1.44300000000375e-06	0
1.50500000000581e-06	15
1.56700000000093e-06	15
1.63000000000246e-06	14
1.69300000000400e-06	14
1.75500000000606e-06	15
1.81700000000118e-06	15
1.88000000000271e-06	0
1.94300000000425e-06	0
2.00500000000544e-06	3
2.06700000000143e-06	4
2.13200000000191e-06	2
2.19500000000344e-06	15
2.25800000000498e-06	12
2.32000000000010e-06	12
2.38200000000216e-06	13
2.44500000000369e-06	15
2.50800000000523e-06	0
2.57000000000035e-06	0
2.63200000000241e-06	1
2.69500000000394e-06	1
2.75800000000548e-06	0
2.82000000000060e-06	15
2.88200000000266e-06	15
2.94700000000314e-06	15
3.01000000000468e-06	0
3.07199999999980e-06	15
3.13500000000133e-06	15
3.19800000000287e-06	0
3.26000000000493e-06	0
3.32200000000005e-06	15
3.38500000000158e-06	15
3.44800000000312e-06	1
3.51000000000518e-06	3
3.57200000000030e-06	3
3.63500000000183e-06	2
3.69800000000337e-06	0
3.76000000000543e-06	15
3.82200000000055e-06	15
3.88700000000103e-06	15
3.95000000000256e-06	15
4.01300000000410e-06	15
4.07500000000616e-06	14
4.13700000000128e-06	13
4.20000000000281e-06	13
4.26300000000435e-06	15
4.32500000000641e-06	1
4.38700000000153e-06	2
4.45000000000306e-06	0
4.51300000000460e-06	13
4.57499999999972e-06	13
4.63700000000178e-06	15
4.70000000000418e-06	0
4.76500000000379e-06	0
4.82800000000533e-06	15
4.89000000000045e-06	1
4.95200000000251e-06	3
5.01500000000404e-06	3
5.07800000000558e-06	0
5.14000000000070e-06	13
5.20200000000276e-06	13
5.26500000000429e-06	14
5.32800000000583e-06	14
5.39000000000095e-06	14
5.45200000000301e-06	15
5.51500000000455e-06	0
5.58000000000503e-06	0
5.64200000000015e-06	15
5.70500000000168e-06	0
5.76800000000322e-06	2
5.83000000000528e-06	3
5.89200000000040e-06	1
5.95500000000193e-06	12
6.01800000000346e-06	11
6.08000000000553e-06	13
6.14200000000065e-06	1
6.20500000000218e-06	4
6.26800000000372e-06	4
6.33300000000420e-06	1
6.39500000000626e-06	12
6.45700000000138e-06	10
6.52000000000291e-06	14
6.58300000000445e-06	3
6.64499999999957e-06	5
6.70700000000163e-06	1
6.77000000000316e-06	12
6.83300000000470e-06	10
6.89499999999982e-06	14
6.95700000000188e-06	3
7.02000000000341e-06	5
7.08500000000389e-06	1
7.14800000000456e-06	13
7.21000000000055e-06	11
7.27200000000261e-06	13
7.33500000000414e-06	1
7.39800000000568e-06	4
7.46000000000167e-06	3
7.52200000000286e-06	0
7.58500000000439e-06	12
7.64800000000593e-06	11
7.71000000000105e-06	13
7.77200000000311e-06	0
7.83500000000464e-06	4
7.90000000000513e-06	3
7.96200000000025e-06	15
8.02500000000178e-06	12
8.08800000000332e-06	12
8.15000000000538e-06	0
8.21200000000050e-06	4
8.27500000000203e-06	3
8.33800000000357e-06	0
8.40000000000563e-06	12
8.46200000000075e-06	11
8.52500000000228e-06	14
8.58800000000382e-06	3
8.65000000000588e-06	4
8.71200000000100e-06	1
8.77500000000253e-06	12
8.84000000000301e-06	10
8.90300000000455e-06	14
8.96499999999967e-06	3
9.02700000000260e-06	4
9.09000000000326e-06	1
9.15300000000480e-06	13
9.21499999999992e-06	11
9.27700000000198e-06	13
9.34000000000351e-06	0
9.40300000000505e-06	4
9.46500000000017e-06	3
9.52700000000223e-06	0
9.59000000000376e-06	12
9.65300000000530e-06	11
9.71800000000578e-06	14
9.78000000000090e-06	3
9.84200000000296e-06	4
9.90500000000449e-06	1
9.96800000000603e-06	13
1.00300000000011e-05	11
1.00920000000032e-05	13
1.01550000000047e-05	2
1.02169999999999e-05	4
1.02800000000005e-05	2
1.03450000000019e-05	14
1.04080000000034e-05	11
1.04700000000055e-05	12
1.05320000000006e-05	15
1.05950000000021e-05	3
1.06580000000037e-05	4
1.07200000000057e-05	1
1.07820000000008e-05	12
1.08450000000024e-05	11
1.09080000000039e-05	14
1.09700000000060e-05	3
1.10349999999995e-05	4
1.10970000000016e-05	1
1.11600000000031e-05	13
1.12230000000046e-05	11
1.12849999999998e-05	13
1.13470000000018e-05	1
1.14100000000042e-05	4
1.14730000000049e-05	2
1.15350000000000e-05	14
1.15970000000021e-05	11
1.16600000000036e-05	12
1.17230000000051e-05	15
1.17880000000056e-05	3
1.18500000000007e-05	4
1.19120000000028e-05	1
1.19750000000043e-05	12
1.20380000000059e-05	11
1.21000000000010e-05	14
1.21620000000031e-05	3
1.22250000000046e-05	4
1.22880000000061e-05	1
1.23500000000012e-05	13
1.24130000000028e-05	11
1.24750000000048e-05	13
1.25370000000000e-05	1
1.26020000000004e-05	4
1.26650000000020e-05	3
1.27280000000035e-05	0
1.27900000000056e-05	12
1.28520000000007e-05	11
1.29150000000022e-05	14
1.29780000000038e-05	3
1.30400000000058e-05	4
1.31020000000009e-05	1
1.31650000000025e-05	13
1.32280000000040e-05	11
1.32930000000045e-05	13
1.33549999999996e-05	2
1.34170000000017e-05	4
1.34800000000032e-05	2
1.35430000000047e-05	14
1.36049999999999e-05	11
1.36670000000019e-05	12
1.37300000000035e-05	15
1.37930000000050e-05	3
1.38550000000001e-05	4
1.39170000000022e-05	1
1.39800000000037e-05	13
1.40450000000042e-05	11
1.41080000000057e-05	14
1.41700000000017e-05	2
1.42320000000029e-05	4
1.42950000000044e-05	2
1.43580000000060e-05	14
1.44200000000011e-05	11
1.44820000000032e-05	12
1.45450000000047e-05	0
1.46069999999989e-05	4
1.46700000000013e-05	4
1.47330000000029e-05	1
1.47950000000049e-05	12
1.48570000000001e-05	10
1.49200000000016e-05	14
1.49830000000031e-05	3
1.50480000000036e-05	4
1.51100000000057e-05	1
1.51720000000008e-05	13
1.52350000000023e-05	11
1.52980000000039e-05	13
1.53600000000059e-05	0
1.54220000000010e-05	4
1.54850000000026e-05	4
1.55480000000041e-05	0
1.56100000000062e-05	12
1.56749999999997e-05	11
1.57370000000018e-05	14
1.58000000000033e-05	3
1.58630000000048e-05	4
1.59250000000000e-05	1
1.59870000000020e-05	13
1.60500000000036e-05	11
1.61130000000051e-05	13
1.61750000000002e-05	1
1.62370000000023e-05	4
1.63000000000038e-05	3
1.63630000000053e-05	15
1.64250000000005e-05	12
1.64900000000010e-05	12
1.65520000000030e-05	15
1.66150000000045e-05	3
1.66780000000061e-05	4
1.67400000000012e-05	1
1.68030000000027e-05	13
1.68650000000048e-05	11
1.69269999999999e-05	14
1.69900000000006e-05	2
1.70530000000030e-05	4
1.71150000000050e-05	2
1.71770000000002e-05	13
1.72400000000017e-05	11
1.73030000000032e-05	13
1.73680000000037e-05	1
1.74300000000058e-05	4
1.74920000000009e-05	3
1.75550000000024e-05	0
1.76180000000040e-05	12
1.76800000000060e-05	11
1.77420000000011e-05	15
1.78050000000027e-05	3
1.78680000000042e-05	4
1.79300000000063e-05	1
1.79920000000014e-05	13
1.80570000000019e-05	11
1.81200000000034e-05	13
1.81830000000049e-05	2
1.82450000000001e-05	4
1.83070000000021e-05	2
1.83700000000037e-05	14
1.84330000000052e-05	11
1.84950000000003e-05	12
1.85570000000032e-05	15
1.86200000000039e-05	3
1.86830000000054e-05	4
1.87450000000006e-05	1
1.88100000000010e-05	12
1.88720000000031e-05	10
1.89350000000046e-05	14
1.89969999999998e-05	3
1.90600000000013e-05	4
1.91230000000028e-05	1
1.91850000000049e-05	13
1.92470000000000e-05	11
1.93100000000015e-05	13
1.93730000000040e-05	0
1.94350000000051e-05	4
1.94970000000003e-05	4
1.95600000000018e-05	0
1.96250000000023e-05	12
1.96880000000038e-05	11
1.97500000000059e-05	14
1.98120000000010e-05	3
1.98750000000025e-05	4
1.99380000000041e-05	1
2.00000000000061e-05	13
2.00620000000012e-05	11
2.01250000000028e-05	13
2.01880000000043e-05	0
2.02530000000048e-05	4
2.03149999999999e-05	4
2.03770000000020e-05	0
2.04400000000035e-05	12
2.05030000000050e-05	11
2.05650000000002e-05	14
2.06270000000022e-05	3
2.06900000000038e-05	4
2.07530000000053e-05	1
2.08150000000004e-05	13
2.08800000000009e-05	11
2.09420000000030e-05	13
2.10050000000036e-05	0
2.10680000000060e-05	4
2.11300000000011e-05	4
2.11920000000032e-05	0
2.12550000000047e-05	12
2.13170000000007e-05	11
2.13800000000014e-05	14
2.14430000000029e-05	3
2.15050000000050e-05	4
2.15670000000001e-05	1
2.16300000000016e-05	13
2.16930000000032e-05	11
2.17580000000037e-05	13
2.18200000000057e-05	1
2.18820000000008e-05	4
2.19450000000024e-05	3
2.20080000000039e-05	15
2.20700000000060e-05	12
2.21320000000011e-05	12
2.21950000000026e-05	15
2.22600000000031e-05	3
2.23230000000046e-05	4
2.23849999999998e-05	1
2.24470000000018e-05	13
2.25100000000034e-05	11
2.25730000000049e-05	14
2.26350000000000e-05	2
2.26970000000021e-05	4
2.27600000000036e-05	1
2.28230000000051e-05	12
2.28850000000003e-05	11
2.29470000000023e-05	15
2.30100000000039e-05	3
2.30730000000054e-05	3
2.31380000000059e-05	14
2.32000000000010e-05	11
2.32620000000031e-05	13
2.33250000000046e-05	2
2.33880000000053e-05	4
2.34500000000012e-05	0
2.35130000000028e-05	12
2.35750000000048e-05	13
2.36370000000000e-05	2
2.37000000000024e-05	4
2.37630000000030e-05	1
2.38250000000051e-05	12
2.38900000000056e-05	11
2.39520000000007e-05	15
2.40150000000022e-05	3
2.40780000000038e-05	3
2.41400000000058e-05	14
2.42020000000009e-05	11
2.42650000000025e-05	12
2.43280000000040e-05	0
2.43900000000061e-05	3
2.44520000000012e-05	4
2.45150000000027e-05	2
2.45780000000043e-05	14
2.46400000000063e-05	11
2.47049999999999e-05	11
2.47670000000019e-05	13
2.48300000000035e-05	1
2.48930000000050e-05	4
2.49550000000001e-05	4
2.50170000000022e-05	1
2.50800000000037e-05	13
2.51430000000052e-05	11
2.52050000000004e-05	12
2.52670000000024e-05	15
2.53320000000020e-05	2
2.53950000000044e-05	4
2.54580000000060e-05	4
2.55200000000011e-05	0
2.55820000000032e-05	12
2.56450000000047e-05	11
2.57069999999998e-05	13
2.57700000000013e-05	0
2.58330000000029e-05	3
2.58950000000049e-05	4
2.59570000000001e-05	2
2.60200000000016e-05	15
2.60830000000040e-05	12
2.61480000000027e-05	11
2.62100000000057e-05	13
2.62720000000008e-05	0
2.63350000000023e-05	3
2.63980000000039e-05	4
2.64600000000059e-05	2
